cookTime,datePublished,description,image,ingredients,name,prepTime,recipeYield,url
,2004-10-20,101 Cookbooks: Apple Pie Recipe,http://www.101cookbooks.com/mt-static/images/food/.jpg,"3 tablespoons all-purpose flour
1 teaspoon finely grated lemon zest
1/2 teaspoon ground cinnamon
1/4 teaspoon ground allspice
1/8 teaspoon salt
2/3 cup plus 1 tablespoon sugar
2 1/2 pounds apples, peeled, cored, and each cut into 10 wedges
1 tablespoon fresh lemon juice
Basic Pastry Dough for a double-crust pie (see recipe below)
1 large egg, lightly beaten, for egg wash
1 1/4 cups all-purpose flour
3/4 stick (6 tablespoons) cold unsalted butter, cut into 1/2-inch cubes
2 tablespoons cold vegetable shortening
1/4 teaspoon salt
3-4 tablespoons ice water
2 1/2 cups all-purpose flour
1 1/2 sticks (12 tablespoons) cold unsalted butter, cut into 1/2-inch cubes
1/4 cup cold vegetable shortening
1/2 teaspoon salt
4-6 tablespoons ice water",Apple Pie Recipe,,"Serves 6 to 8
Active time: 40 minutes
Start to finish: 5 1/2 hours (includes making dough and cooling)Put a large baking sheet on middle oven rack and preheat oven to 425F.Whisk together flour, zest, cinnamon, allspice, salt, and 2/3 cup sugar in a large bowl. Gently toss with apples and lemon juice.Roll out 1 piece of dough (keep remaining piece chilled) on a lightly floured surface with a lightly floured rolling pin into a 13-inch round. Fit it into a 9-inch pie plate. Trim edge, leaving a 1/2-inch overhang. Refrigerate while you roll out dough for top crust.Roll out remaining piece of dough on lightly floured surface into an 11-inch round.Spoon filling into shell. Cover pie with pastry round and trim with kitchen shears, leaving 1/2-inch overhang. Press edges together, then crimp decoratively. Lightly brush top of pie with egg and sprinkle all over with remaining 1 tablespoon sugar.  With a small sharp knife, cut 3 vents in top crust.Bake Pie on hot baking sheet for 20 minutes. Reduce oven temperature to 375F and continue to bake until crust is golden and filling is bubbling, about 40 minutes more. Cool pie on a rack to warm or room temperature, 2 to 3 hours.Makes enough for a single crust 9-inch pie or a 9- to 11-inch tart, or for a double crust 9-inch pie.
Active time: 10 minutes
Start to finish: 1 1/4 hours (includes chilling)For a single crust pie or a tartFor a double-crust pieBlend together flour, butter, shortening, and salt in a bowl with your fingers or a pastry blender (or pulse in a food processor) just until mixture resembles coarse meal with some small (roughly pea sized) lumps of butter. For a single crust pie or tart, drizzle 3 tablespoons ice water evenly over mixture and gently stir with a fork (or pulse) until incorporated.Squeeze a small handful of dough: if it doesn't hold together, ad more ice water 1/2 tablespoon at a time, stirring or pulsing until incorporated. Do not overwork dough or pastry will be tough.Turn dough out onto a work surface. For a single-crust pie or tart, divide into 4 portions; for a double-crust pie, divide into 8 portions. With heel of your hand, smear each portion once or twice in a forward motion to help distribute fat. Gather all dough together, with a pastry scraper if you have one. For single-crust pie or tart, press into a ball, then flatten into a 5-inch disk. For a double-crust pie, divide in half, and then flatten each into a 5-inch disk. If dough is sticky, dust lightly with additional flour. Wrap each disk in plastic wrap and refrigerate until firm, at least one hour.Cook's note: 
The dough can be refrigerated for up to 1 day.From The Gourmet Cookbook edited by Ruth Reichl (Houghton Mifflin Company, 2004)Print Recipe",http://www.101cookbooks.com/archives/000122.html
,2008-04-28,101 Cookbooks: A Simple Spring Salad Recipe,http://www.101cookbooks.com/mt-static/images/food/spring_salad_recipe.jpg,"1 and 1/2 orange, juice only
1/2 lemon, juice only
1/2 small red onion, chopped
1/4 cup extra virgin olive oil
1/8 teaspoon fine grain salt
4 big handfuls of salad greens, washed and dried
1/2 cup walnut halves, toasted
1/3 cup black olives, (the wrinkly, oily ones), pitted",Simple Spring Salad Recipe,,Serves 4.,http://www.101cookbooks.com/archives/a-simple-spring-salad-recipe.html
,2006-12-19,"A delicious cranberry jam recipe, the most riveting shade of ruby red you've ever seen. Would be perfect with toasted walnut bread and an antique gruyere cheese.",http://www.101cookbooks.com/mt-static/images/food/cranberryjamrecipe_07.jpg,"1 lb. 2 ounces (500 g) frozen or fresh lingonberries or cranberries
A scant cup (7 oz/200g) of caster (superfine) sugar (hs note: I just gave my regular granulated sugar a whirl in the food processor for 15-20 seconds)
Finely grated rind and juice of 1 lemon
1 small apple, peeled and cored",Lingonberry or Cranberry Jam Recipe,,Makes about 2 cups.,http://www.101cookbooks.com/archives/000932.html
,2008-03-20,"This is the farro salad I took to Jack's first birthday party. My favorite citrus Parmesan vinaigrette dressed a bowl of healthy salad greens, plump farro grains, crumbled goat cheese and almonds.",http://www.101cookbooks.com/mt-static/images/food/farro_salad_recipe_08.jpg,"4 to 6 big handfuls of mixed salad greens, washed and dried
2 cups farro, rinsed and drained
5 cups water (or stock)
2 teaspoons fine-grain sea salt
1 medium orange, zest and juice
1 shallot, chopped
1/3 cup Parmesan, freshly shredded
1 tablespoon white wine vinegar
1/2 cup good quality olive oil
a couple big pinches of salt
1/2 cup Spanish almonds, or toasted regular almonds
1/2 cup goat cheese, crumbled",Citrus Parmesan Farro Salad Recipe,,Serves 12 as a side. ,http://www.101cookbooks.com/archives/video-citrus-parmesan-farro-salad-recipe.html
,2007-04-08,"The egg salad sandwich recipe I turn to multiple times a week. Light on the mayo, with good quality eggs, chopped celery, and a sprinkling of chives on thinly sliced whole grain bread.",http://www.101cookbooks.com/mt-static/images/food/eggsaladsandwich.jpg,"6 large eggs
1-2 tablespoons mayonnaise (or Greek yogurt)
Salt and pepper
A tiny squeeze of lemon juice
2 stalks celery, washed and chopped
1/2 bunch chives, chopped
2 small handfuls of lettuce
8 slices of whole grain bread, toasted",Egg Salad Sandwich (the only one I'll eat),,,http://www.101cookbooks.com/archives/001575.html
,2005-03-19,A lovely salad recipe utilizing a vibrant citrus and Parmesan vinaigrette. I did a demo of this salad at the San Francisco Ferry Building Farmers Market.,http://www.101cookbooks.com/mt-static/images/food/cuesasalad.jpg,"6 to 8 handfuls mixed salad greens or butter lettuce, washed and dried well (I used baby romaine this morning)
1 or 2 medium oranges, torn into pieces, pith removed (I used cara cara oranges this morning)
1 avocado, thinly sliced
1/2 cup or so toasted nuts (sliced almonds, pine nuts, etc)
1/2 cup sliced spring onions
About 1/3 cup Citrus Parmesan Dressing (below)
1/3 cup freshly grated Parmesan cheese
Zest and juice of 2 oranges
2 tablespoons chopped shallots
2T white wine vinegar
1 cup extra-virgin olive oil (or half reg. + half lemon oil)
2 pinches of both salt + pepper
-Gently heat the dressing and toss with spinach, for a warm, slightly wilted dinner salad.
-Use the vinaigrette as a marinade.
-Use it to toss with pasta (stuffed cheese filled pasta is an especially good choice).",Spring Sunshine Salad Recipe,,Serves 4 to 6.Makes about 1 1/2 cups.,http://www.101cookbooks.com/archives/000152.html
,2008-05-29,"A simple pasta bowl made by tossing a whole wheat fusilli pasta, shredded spinach, and with a delicious walnut &amp; broccoli pesto sauce.",http://www.101cookbooks.com/mt-static/images/food/fusilli_pasta_recipe.jpg,"1 medium head of broccoli (about 3 cups), cut into very small florets
1/2 cup walnuts, toasted
1/3 cup Parmesan, freshly grated
1 clove of garlic
juice of 1/2 a lemon
1/4 teaspoon + fine grain sea salt
1/3 cup extra-virgin olive oil
1/2 pound (8 ounces) dried whole wheat pasta (bite-sized - fusilli, penne, etc)
3 handfuls of spinach or chard, well chopped
handful of oily black olives, pitted
more Parmesan for serving",Broccoli Pesto &amp; Fusilli Pasta Recipe,,Makes about 6 side servings.,http://www.101cookbooks.com/archives/broccoli-pesto-fusilli-pasta-recipe.html
,2006-01-07,"A twist on a classic onion soup recipe adapted for cry-babies (like me). Caramelized onions, white wine, butter, vegetable stock, and grated cheese.",http://www.101cookbooks.com/mt-static/images/food/onion_soup_recipe1.jpg,"onions - 4 medium 
butter - 1 - 2 tablespoons
a glass of white wine
vegetable stock 6+ cups
a small french loaf
grated Gruyere, Emmental or other good melting cheese - a few generous handfuls",,,,http://www.101cookbooks.com/archives/001076.html
,2008-10-23,"A simple yet over-the-top flavorful baked bean recipe dedicated to my dad. Beans are immersed in a decadent swamp of berry beer, dried berries, molasses, broth, and a few other flavorful accents. ",http://www.101cookbooks.com/mt-static/images/food/baked_beans_recipe.jpg,"2 cups dried cranberry, borlotti,or pinto beans, soaked over night 
a splash of extra virgin olive oil
1 medium red onion, chopped
1/4 cup molasses
1 tablespoon Dijon-style mustard
1 teaspoon crushed red pepper flakes
3 cups berry beer
1/2 cup dried berries and/or cherries, loosely chopped
2 cups light vegetable broth
1/2 teaspoon smoked paprika (or more to taste)
fine-grain sea salt",Berry Beer Baked Beans Recipe,,,http://www.101cookbooks.com/archives/berry-beer-baked-beans-recipe.html
,2009-01-21,The best tempeh recipe I've highlighted to date - it features a simple ginger and garlic-spiked orange glaze that plays of the nutty earthiness of the pan-fried tempeh beautifully.,http://www.101cookbooks.com/mt-static/images/food/orange_glazed_tempeh.jpg,"1 cup freshly squeezed orange juice (3-4 large juicy oranges)
1 tablespoon freshly grated ginger
2 teaspoons tamari (or soy sauce)
1 1/2 tablespoons mirin
2 teaspoons maple syrup
1/2 teaspoon ground coriander
2 small garlic cloves, crushed
 roughly 10 ounces of tempeh (or extra-firm tofu)
2 tablespoons olive oil
1/2 lime
a handful of cilantro (coriander) leaves",Orange Pan-glazed Tempeh Recipe,,Serves 4. (or two if you love it as much as we did -h),http://www.101cookbooks.com/archives/orange-panglazed-tempeh-recipe.html
PT,2010-07-08,"*Viewer warning* If the sight of ground up meat---or meat salads---makes you want to hurl, you might want to check back here ...",http://static.thepioneerwoman.com/cooking/files/2010/07/4773183292_77efe3b4e7_b.jpg,"1 pound Leftover Cooked Meat: Pot Roast, Steaks, Etc.
3/4 cups Mayonnaise
1 Tablespoon White Vinegar
1/2 whole Small Onion, Finely Diced
4 whole Hard Boiled Eggs, Chopped
6 whole Pickle Slices, Chopped
3 Tablespoons Sweet Pickle Relish
 Salt And Pepper, to taste
 Optional Ingredients: Pimentos, Diced Green Pepper, Diced Jalapeno",Grilled Ribeye Sandwich Spread,PT15M,8,http://thepioneerwoman.com/cooking/2010/07/grilled-ribeye-sandwich-spread/
PT,2009-08-13,"I dropped by the Lodge yesterday afternoon and discovered, to both my horror and excitement, that our friend Dave from Indian...",http://static.thepioneerwoman.com/cooking/files/2009/08/ree_66701.jpg,"4 ears Sweet Corn
2 whole Very Firm Avocados, Diced
 1/2 Red Onion, Diced
 1/2 Jalapeno, Seeded And Finely Diced
 1/2 Hot Chili Pepper, Seeded And Finely Diced
1 whole Juice Of Lime
 Plenty Of Chopped Cilantro
 Salt To Taste
1 Tablespoon Vinegar
1 teaspoon Sugar (optional)",Fresh Corn and Avocado Salsa,PT25M,10,http://thepioneerwoman.com/cooking/2009/08/fresh-corn-avocado-salsa/
PT,2009-02-02,"Note: If you missed Class 1, click here.    Printable Recipe - California Rolls    Sushi rolls are all I ever want in a sushi...",http://static.thepioneerwoman.com/cooking/files/2010/07/3246758043_5729c00e7b.jpg,"1 piece Makisu (bamboo Rolling Mat)
 Dark Green Nori (dried Seaweed)
 Sushi Rice
 Imitation Crab
 Avocado, Thinly Sliced
 Cucumber (Japanese, If Available), Thinly Sliced
 Toasted Sesame Seeds",Sushi 101: How to Make Sushi Rolls,PT40M,2,http://thepioneerwoman.com/cooking/2009/02/sushi-101-how-to-make-sushi-rolls/
,2007-01-24,A great way to use up leftover noodles. These savory noodle cakes make a great lunch and are easily adaptable a hundred different ways.,http://www.101cookbooks.com/mt-static/images/food/currynoodlepatty.jpg,"1-2 teaspoons (red) Thai curry paste
4 eggs
6 ounces tofu, diced (roughly 2/3 cup)
1/2 cup cilantro, chopped
6 green onions, chopped
1/2 teaspoon sea salt
4 cups noodles, cold
2 tablespoons sesame or olive oil
peanuts, green onions and cilantro for garnish",Curried Noodle Patties,,Makes 8 -12.,http://www.101cookbooks.com/archives/001552.html
,2009-01-25,"A simple, everyday approach to miso soup - it yields me a bowl of soup in five or ten minutes. You can keep it simple if you like, but in this version I add soba noodles and tofu, and a few garnishes.",http://www.101cookbooks.com/mt-static/images/food/miso_soup_recipe.jpg,"3 ounces dried soba noodles
2 - 4 tablespoons miso paste (to taste) 
2 - 3 ounces firm tofu (2 handfuls), chopped into 1/3-inch cubes
a handful of watercress or spinach, well washed and stems trimmed
2 green onions, tops removed thinly sliced
a small handful of cilantro
a pinch of red pepper flakes",Miso Soup Recipe,,Serves 2 - 3.,http://www.101cookbooks.com/archives/miso-soup-recipe.html
,2008-03-13,"This baked pasta recipe features vibrant flecks of chopped spinach and lemon zest, toasted almond slices and oozy, bubbly cheese all enveloping sturdy little pasta shells.",http://www.101cookbooks.com/mt-static/images/food/baked_pasta_casserole_recipe.jpg,"extra-virgin olive oil
3/4 pound whole wheat pasta shells 
sea salt
1 large yellow onion, chopped
2 cloves garlic, chopped
4 cups well-chopped fresh spinach
1 1/2 cups sliced almonds, lightly toasted
zest of 2 lemons
8 ounces mozzerella, shredded or torn into small pieces",Baked Pasta Casserole Recipe,,Serves 8.,http://www.101cookbooks.com/archives/baked-pasta-casserole-recipe.html
,2009-01-07,"A riff on Laurence Jossel's fantastic NOPA beans - plump, creamy beans baked in a bright, chunky chipotle tomato sauce, topped with crunchy breadcrumbs, plenty of oozy queso fresco, and an emerald drizzle of cilantro pesto.",http://www.101cookbooks.com/mt-static/images/food/giant_chipotle_baked_beans.jpg,"1 pound of large, dried white beans (corona, giant limas, gigantes, or any giant white beans you can find), rinsed, picked over and soaked overnight - or up to 24 hours.
Chipotle-tomato sauce:
2 tablespoons extra-virgin olive oil
2 big pinches of red pepper flakes
2 pinches of salt
1 large clove garlic, chopped
1 14-ounce can crushed tomatoes
1 tablespoon fresh oregano leaves
1 1/2 tablespoons adobo sauce from a can of chipotle peppers
Cilantro Pesto:
1 medium clove of garlic
1/3 cup fresh cilantro
1/3 cup extra-virgin olive oil
big pinch of salt
2/3 cup kale or chard, washed, de-stemmed, and very finely chopped
1 cup queso fresco or feta cheese (see head notes)
1 1/2 cup whole-grain breadcrumbs, toasted in a skillet with a tablespoon of olive oil",Giant Chipotle White Beans Recipe,,Serves about 6.,http://www.101cookbooks.com/archives/giant-chipotle-white-beans-recipe.html
,2012-05-24,"One of the best salads I've made in a long time (mung bean sprouts, avocado, arugula, yogurt, almonds) &amp; a look at the QUITOKEETO packaging.",http://www.101cookbooks.com/mt-static/images/food/sprout_salad_recipe.jpg,"3/4 cup / 6 oz / 170 g plain Greek yogurt
1/4 teaspoon salt, plus more to taste
1 handful arugula, chopped
1 small bunch chives, minced
8 oz mung bean sprouts (or equiv. cooked mung beans), about 2 cups
a big handful of well-toasted, sliced almonds
1 ripe avocado, chopped
good extra virgin olive oil
to finish: chive flowers (optional)",Sprout Salad,PT5M,Serves 2 - 4.,http://www.101cookbooks.com/archives/sprout-salad-recipe.html
PT,2009-01-30,"    It's the exact same Mexican Layer Dip I grew up eating in the eighties, with the exception of these modifications:    1. ...",http://static.thepioneerwoman.com/cooking/files/2010/07/3240212440_df1959a301.jpg,"1 can Refried Beans
 Tabasco Sauce, To Taste
1 can Diced Green Chilies
 Ground Cumin, to taste
3/4 cups Grated Sharp Cheddar Cheese
1 cup Sour Cream
1 cup Guacamole
3/4 cups Monterey Jack Cheese
1 can Black Olives
1 cup Pico De Gallo",Mexican Layer Dip,PT15M,8,http://thepioneerwoman.com/cooking/2009/01/mexican-layer-dip/
